instruction,input,output
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2016?,Top crop: Rice with a yield of 322.02252438875416 kg/ha. Top livestock: Poultry with a count of 322.02252438875416.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2018?,Top crop: Soybean with a yield of 326.0732306066528 kg/ha. Top livestock: Goat with a count of 326.0732306066528.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2023?,Top crop: Groundnut with a yield of 688.8873783588037 kg/ha. Top livestock: Goat with a count of 688.8873783588037.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Makarfi in the year 2017?,Top crop: Soybean with a yield of 630.5673765517276 kg/ha. Top livestock: Pig with a count of 630.5673765517276.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2015?,Top crop: Maize with a yield of 360.8488110061046 kg/ha. Top livestock: Sheep with a count of 360.8488110061046.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2019?,Top crop: Maize with a yield of 524.668954275093 kg/ha. Top livestock: Cattle with a count of 524.668954275093.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2021?,Top crop: Groundnut with a yield of 805.1685811472321 kg/ha. Top livestock: Poultry with a count of 805.1685811472321.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2015?,Top crop: Tomato with a yield of 673.5243011290447 kg/ha. Top livestock: Goat with a count of 673.5243011290447.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2020?,Top crop: Maize with a yield of 278.39786166847176 kg/ha. Top livestock: Goat with a count of 278.39786166847176.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2020?,Top crop: Groundnut with a yield of 681.8917379031483 kg/ha. Top livestock: Sheep with a count of 681.8917379031483.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2023?,Top crop: Groundnut with a yield of 623.8322350578715 kg/ha. Top livestock: Sheep with a count of 623.8322350578715.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2020?,Top crop: Maize with a yield of 698.1077578903847 kg/ha. Top livestock: Sheep with a count of 698.1077578903847.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2018?,Top crop: Soybean with a yield of 889.0480605492843 kg/ha. Top livestock: Sheep with a count of 889.0480605492843.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2017?,Top crop: Soybean with a yield of 639.8169548682199 kg/ha. Top livestock: Goat with a count of 639.8169548682199.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2022?,Top crop: Groundnut with a yield of 343.1498322618859 kg/ha. Top livestock: Sheep with a count of 343.1498322618859.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Igabi in the year 2024?,Top crop: Maize with a yield of 521.1460971957486 kg/ha. Top livestock: Goat with a count of 521.1460971957486.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2022?,Top crop: Rice with a yield of 851.5301766124545 kg/ha. Top livestock: Cattle with a count of 851.5301766124545.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2019?,Top crop: Cassava with a yield of 317.50627541016854 kg/ha. Top livestock: Poultry with a count of 317.50627541016854.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2024?,Top crop: Maize with a yield of 213.04655500954385 kg/ha. Top livestock: Goat with a count of 213.04655500954385.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2015?,Top crop: Cassava with a yield of 237.81754621847108 kg/ha. Top livestock: Poultry with a count of 237.81754621847108.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2021?,Top crop: Soybean with a yield of 798.3605347299269 kg/ha. Top livestock: Cattle with a count of 798.3605347299269.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2016?,Top crop: Rice with a yield of 440.8916109949555 kg/ha. Top livestock: Sheep with a count of 440.8916109949555.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2015?,Top crop: Sorghum with a yield of 896.3706609510034 kg/ha. Top livestock: Poultry with a count of 896.3706609510034.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Igabi in the year 2017?,Top crop: Cassava with a yield of 832.6002981262602 kg/ha. Top livestock: Cattle with a count of 832.6002981262602.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2025?,Top crop: Millet with a yield of 844.3591967178311 kg/ha. Top livestock: Sheep with a count of 844.3591967178311.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2022?,Top crop: Maize with a yield of 241.7366495600781 kg/ha. Top livestock: Pig with a count of 241.7366495600781.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Igabi in the year 2018?,Top crop: Sorghum with a yield of 583.9703530775871 kg/ha. Top livestock: Goat with a count of 583.9703530775871.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2019?,Top crop: Millet with a yield of 481.3307379082534 kg/ha. Top livestock: Poultry with a count of 481.3307379082534.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2020?,Top crop: Millet with a yield of 234.4563148276376 kg/ha. Top livestock: Goat with a count of 234.4563148276376.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2025?,Top crop: Sorghum with a yield of 465.18697306573023 kg/ha. Top livestock: Poultry with a count of 465.18697306573023.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2016?,Top crop: Sorghum with a yield of 789.7952813042882 kg/ha. Top livestock: Poultry with a count of 789.7952813042882.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lere in the year 2017?,Top crop: Sorghum with a yield of 795.6789606204123 kg/ha. Top livestock: Sheep with a count of 795.6789606204123.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2019?,Top crop: Soybean with a yield of 697.909630581919 kg/ha. Top livestock: Pig with a count of 697.909630581919.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2023?,Top crop: Rice with a yield of 622.6232169860746 kg/ha. Top livestock: Poultry with a count of 622.6232169860746.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2015?,Top crop: Millet with a yield of 990.9101636027266 kg/ha. Top livestock: Poultry with a count of 990.9101636027266.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2017?,Top crop: Millet with a yield of 210.36920977232344 kg/ha. Top livestock: Pig with a count of 210.36920977232344.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Makarfi in the year 2020?,Top crop: Cassava with a yield of 536.5403708278108 kg/ha. Top livestock: Poultry with a count of 536.5403708278108.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2023?,Top crop: Millet with a yield of 352.6634354314716 kg/ha. Top livestock: Sheep with a count of 352.6634354314716.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2017?,Top crop: Groundnut with a yield of 562.9152453731978 kg/ha. Top livestock: Cattle with a count of 562.9152453731978.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2023?,Top crop: Millet with a yield of 753.0788813628529 kg/ha. Top livestock: Poultry with a count of 753.0788813628529.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2020?,Top crop: Maize with a yield of 628.9343507515529 kg/ha. Top livestock: Poultry with a count of 628.9343507515529.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2020?,Top crop: Millet with a yield of 956.352666967336 kg/ha. Top livestock: Cattle with a count of 956.352666967336.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2020?,Top crop: Cassava with a yield of 954.3463154777556 kg/ha. Top livestock: Pig with a count of 954.3463154777556.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2018?,Top crop: Cassava with a yield of 620.9178925552525 kg/ha. Top livestock: Poultry with a count of 620.9178925552525.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2023?,Top crop: Cassava with a yield of 632.6727086731397 kg/ha. Top livestock: Sheep with a count of 632.6727086731397.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2025?,Top crop: Millet with a yield of 861.1100122406201 kg/ha. Top livestock: Cattle with a count of 861.1100122406201.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2017?,Top crop: Groundnut with a yield of 309.0976309366976 kg/ha. Top livestock: Sheep with a count of 309.0976309366976.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2022?,Top crop: Millet with a yield of 563.3595494536553 kg/ha. Top livestock: Cattle with a count of 563.3595494536553.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2021?,Top crop: Rice with a yield of 936.854530656891 kg/ha. Top livestock: Sheep with a count of 936.854530656891.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2017?,Top crop: Millet with a yield of 338.31104154513883 kg/ha. Top livestock: Poultry with a count of 338.31104154513883.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Igabi in the year 2017?,Top crop: Millet with a yield of 888.4948702536657 kg/ha. Top livestock: Pig with a count of 888.4948702536657.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2018?,Top crop: Groundnut with a yield of 919.7841105650066 kg/ha. Top livestock: Poultry with a count of 919.7841105650066.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2017?,Top crop: Soybean with a yield of 494.8795555855066 kg/ha. Top livestock: Sheep with a count of 494.8795555855066.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2018?,Top crop: Groundnut with a yield of 268.84961871731605 kg/ha. Top livestock: Cattle with a count of 268.84961871731605.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2024?,Top crop: Cassava with a yield of 657.9781126423436 kg/ha. Top livestock: Goat with a count of 657.9781126423436.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2022?,Top crop: Maize with a yield of 987.8559555272784 kg/ha. Top livestock: Poultry with a count of 987.8559555272784.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2022?,Top crop: Cassava with a yield of 910.348009826066 kg/ha. Top livestock: Poultry with a count of 910.348009826066.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2018?,Top crop: Groundnut with a yield of 358.4839425989313 kg/ha. Top livestock: Poultry with a count of 358.4839425989313.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2015?,Top crop: Maize with a yield of 272.03398806613546 kg/ha. Top livestock: Pig with a count of 272.03398806613546.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2015?,Top crop: Groundnut with a yield of 746.5086184751715 kg/ha. Top livestock: Sheep with a count of 746.5086184751715.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2018?,Top crop: Soybean with a yield of 425.0898726194292 kg/ha. Top livestock: Pig with a count of 425.0898726194292.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2022?,Top crop: Millet with a yield of 818.6183586480922 kg/ha. Top livestock: Pig with a count of 818.6183586480922.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2022?,Top crop: Groundnut with a yield of 230.32373458302803 kg/ha. Top livestock: Sheep with a count of 230.32373458302803.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2023?,Top crop: Cassava with a yield of 557.8238725654498 kg/ha. Top livestock: Sheep with a count of 557.8238725654498.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2022?,Top crop: Maize with a yield of 627.8175344314345 kg/ha. Top livestock: Poultry with a count of 627.8175344314345.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2023?,Top crop: Sorghum with a yield of 993.1756498050164 kg/ha. Top livestock: Cattle with a count of 993.1756498050164.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2023?,Top crop: Tomato with a yield of 210.63471930747443 kg/ha. Top livestock: Cattle with a count of 210.63471930747443.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Igabi in the year 2018?,Top crop: Groundnut with a yield of 577.0254725303755 kg/ha. Top livestock: Pig with a count of 577.0254725303755.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2025?,Top crop: Cassava with a yield of 665.126547711299 kg/ha. Top livestock: Pig with a count of 665.126547711299.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2025?,Top crop: Cassava with a yield of 941.4530981707926 kg/ha. Top livestock: Pig with a count of 941.4530981707926.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2022?,Top crop: Sorghum with a yield of 622.7180788324692 kg/ha. Top livestock: Poultry with a count of 622.7180788324692.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2016?,Top crop: Rice with a yield of 839.483464539427 kg/ha. Top livestock: Goat with a count of 839.483464539427.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2023?,Top crop: Sorghum with a yield of 358.37965908787606 kg/ha. Top livestock: Pig with a count of 358.37965908787606.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2023?,Top crop: Sorghum with a yield of 408.102568703142 kg/ha. Top livestock: Poultry with a count of 408.102568703142.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2023?,Top crop: Sorghum with a yield of 506.4728342519947 kg/ha. Top livestock: Poultry with a count of 506.4728342519947.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2016?,Top crop: Sorghum with a yield of 317.26050780892524 kg/ha. Top livestock: Goat with a count of 317.26050780892524.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2023?,Top crop: Tomato with a yield of 708.7890000916949 kg/ha. Top livestock: Cattle with a count of 708.7890000916949.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2024?,Top crop: Groundnut with a yield of 821.5122428940092 kg/ha. Top livestock: Goat with a count of 821.5122428940092.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2023?,Top crop: Sorghum with a yield of 998.1789188358396 kg/ha. Top livestock: Sheep with a count of 998.1789188358396.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2016?,Top crop: Tomato with a yield of 930.416540967866 kg/ha. Top livestock: Sheep with a count of 930.416540967866.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2025?,Top crop: Millet with a yield of 212.3665265272085 kg/ha. Top livestock: Cattle with a count of 212.3665265272085.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2021?,Top crop: Cassava with a yield of 582.2825910711674 kg/ha. Top livestock: Goat with a count of 582.2825910711674.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2022?,Top crop: Maize with a yield of 306.2410810195563 kg/ha. Top livestock: Poultry with a count of 306.2410810195563.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2017?,Top crop: Millet with a yield of 908.29480344209 kg/ha. Top livestock: Poultry with a count of 908.29480344209.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2015?,Top crop: Groundnut with a yield of 760.3320295649415 kg/ha. Top livestock: Pig with a count of 760.3320295649415.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2022?,Top crop: Tomato with a yield of 584.4730700402263 kg/ha. Top livestock: Sheep with a count of 584.4730700402263.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2016?,Top crop: Tomato with a yield of 275.6469791452271 kg/ha. Top livestock: Goat with a count of 275.6469791452271.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2021?,Top crop: Soybean with a yield of 372.9850528667316 kg/ha. Top livestock: Cattle with a count of 372.9850528667316.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2022?,Top crop: Sorghum with a yield of 206.4351120163951 kg/ha. Top livestock: Goat with a count of 206.4351120163951.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2023?,Top crop: Maize with a yield of 563.4293666015901 kg/ha. Top livestock: Cattle with a count of 563.4293666015901.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2015?,Top crop: Millet with a yield of 331.2991760690377 kg/ha. Top livestock: Sheep with a count of 331.2991760690377.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2018?,Top crop: Tomato with a yield of 345.6984534761789 kg/ha. Top livestock: Goat with a count of 345.6984534761789.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2019?,Top crop: Millet with a yield of 821.3431089513051 kg/ha. Top livestock: Pig with a count of 821.3431089513051.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2017?,Top crop: Millet with a yield of 586.9384037549963 kg/ha. Top livestock: Sheep with a count of 586.9384037549963.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2024?,Top crop: Cassava with a yield of 388.8179064417729 kg/ha. Top livestock: Pig with a count of 388.8179064417729.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2021?,Top crop: Maize with a yield of 458.298978022461 kg/ha. Top livestock: Sheep with a count of 458.298978022461.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2021?,Top crop: Cassava with a yield of 440.9708980035649 kg/ha. Top livestock: Pig with a count of 440.9708980035649.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2021?,Top crop: Tomato with a yield of 279.752239120632 kg/ha. Top livestock: Pig with a count of 279.752239120632.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2016?,Top crop: Groundnut with a yield of 967.8619615354982 kg/ha. Top livestock: Cattle with a count of 967.8619615354982.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2024?,Top crop: Soybean with a yield of 515.6562543339676 kg/ha. Top livestock: Poultry with a count of 515.6562543339676.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2015?,Top crop: Rice with a yield of 951.276822461496 kg/ha. Top livestock: Sheep with a count of 951.276822461496.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2025?,Top crop: Cassava with a yield of 727.9841002099439 kg/ha. Top livestock: Sheep with a count of 727.9841002099439.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2021?,Top crop: Sorghum with a yield of 510.8605230301026 kg/ha. Top livestock: Cattle with a count of 510.8605230301026.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2015?,Top crop: Maize with a yield of 643.6600573927647 kg/ha. Top livestock: Goat with a count of 643.6600573927647.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2019?,Top crop: Soybean with a yield of 509.5452407014959 kg/ha. Top livestock: Pig with a count of 509.5452407014959.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2021?,Top crop: Millet with a yield of 742.0009881642864 kg/ha. Top livestock: Goat with a count of 742.0009881642864.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Makarfi in the year 2023?,Top crop: Groundnut with a yield of 213.6348086865823 kg/ha. Top livestock: Pig with a count of 213.6348086865823.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2021?,Top crop: Rice with a yield of 765.2237569873618 kg/ha. Top livestock: Goat with a count of 765.2237569873618.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2019?,Top crop: Sorghum with a yield of 664.0306455806169 kg/ha. Top livestock: Pig with a count of 664.0306455806169.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2017?,Top crop: Maize with a yield of 419.26446443094943 kg/ha. Top livestock: Goat with a count of 419.26446443094943.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2022?,Top crop: Cassava with a yield of 616.3536107963396 kg/ha. Top livestock: Sheep with a count of 616.3536107963396.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2017?,Top crop: Soybean with a yield of 927.7195726624524 kg/ha. Top livestock: Sheep with a count of 927.7195726624524.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2016?,Top crop: Cassava with a yield of 565.0879232673769 kg/ha. Top livestock: Sheep with a count of 565.0879232673769.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2025?,Top crop: Groundnut with a yield of 530.6704272013906 kg/ha. Top livestock: Pig with a count of 530.6704272013906.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2023?,Top crop: Sorghum with a yield of 957.6658059916842 kg/ha. Top livestock: Sheep with a count of 957.6658059916842.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2021?,Top crop: Cassava with a yield of 705.5301247462003 kg/ha. Top livestock: Sheep with a count of 705.5301247462003.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2019?,Top crop: Rice with a yield of 596.0919265820723 kg/ha. Top livestock: Sheep with a count of 596.0919265820723.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2025?,Top crop: Soybean with a yield of 812.049239500481 kg/ha. Top livestock: Poultry with a count of 812.049239500481.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2024?,Top crop: Sorghum with a yield of 578.3392403269771 kg/ha. Top livestock: Pig with a count of 578.3392403269771.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2023?,Top crop: Sorghum with a yield of 481.26938216549615 kg/ha. Top livestock: Sheep with a count of 481.26938216549615.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2018?,Top crop: Millet with a yield of 866.830256874217 kg/ha. Top livestock: Poultry with a count of 866.830256874217.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2017?,Top crop: Tomato with a yield of 560.5971300708795 kg/ha. Top livestock: Poultry with a count of 560.5971300708795.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2025?,Top crop: Sorghum with a yield of 424.5621078257011 kg/ha. Top livestock: Goat with a count of 424.5621078257011.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2023?,Top crop: Soybean with a yield of 521.6637327447083 kg/ha. Top livestock: Pig with a count of 521.6637327447083.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2019?,Top crop: Groundnut with a yield of 925.888643511498 kg/ha. Top livestock: Poultry with a count of 925.888643511498.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2019?,Top crop: Cassava with a yield of 501.1847464091504 kg/ha. Top livestock: Sheep with a count of 501.1847464091504.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2025?,Top crop: Cassava with a yield of 731.0638138535232 kg/ha. Top livestock: Pig with a count of 731.0638138535232.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Soba in the year 2020?,Top crop: Cassava with a yield of 648.003893492447 kg/ha. Top livestock: Goat with a count of 648.003893492447.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2015?,Top crop: Cassava with a yield of 295.0657215181525 kg/ha. Top livestock: Cattle with a count of 295.0657215181525.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2025?,Top crop: Soybean with a yield of 856.1651427088829 kg/ha. Top livestock: Cattle with a count of 856.1651427088829.
